2003,Степанова Татьяна Вахтанговна,собрание избирателей по месту работы
2003,Кирьян Жанна Сергеевна,Краснодарское региональное отделение Политической партии ЛДПР - Либерально-демократической партии России
2003,Денисова Оксана Викторовна,"Региональное отделение Всероссийской политической партии ""Гражданская Сила"" в Краснодарском крае"
2003,Борискина Людмила Викторовна,"Общероссийская общественная организация  ""Российский Союз ветеранов Афганистана"""
2003,Гулая Татьяна Владимировна,собрание избирателей по месту работы
2003,Егоренко Татьяна Фамшаевна,"Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в Краснодарском крае"
2003,Зубенко Анна Михайловна,"Краснодарское местное отделение Краснодарского регионального отделения Всероссийской политической партии ""ЕДИНАЯ РОССИЯ"""
2003,Ильин Олег Владимирович,собрание избирателей по месту работы
2003,Кияшко Сергей Евгеньевич,собрание избирателей по месту работы
2003,Колядченко Александра Эдуардовна,"Региональное отделение в Краснодарском крае Политической партии ""Гражданская платформа"""
2003,Нигириш Марианна Анатольевна,"Региональное отделение в Краснодарском крае Всероссийской политической партии ""Партия пенсионеров России"""
2003,Савченко Дмитрий Александрович,Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в Краснодарском крае
2003,Самохвалов Руслан Юрьевич,собрание избирателей по месту работы
2003,Соколов Олег Николаевич,"Краснодарское краевое отделение политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""
2003,Тимофеев Евгений Сергеевич,собрание избирателей по месту работы
2003,Юсуфова Любовь Михайловна,собрание избирателей по месту работы
2004,Лагутина Елена Леонидовна,собрание избирателей по месту работы
2004,Паринова Светлана Алексеевна,собрание избирателей по месту работы
2004,Дербе Таиса Ивановна,собрание избирателей по месту работы
2004,Абдуллаева Анна Романовна,собрание избирателей по месту работы
2004,Анферов Вячеслав Александрович,"Общероссийская общественная организация  ""Российский Союз ветеранов Афганистана"""
2004,Ковтун Светлана Викторовна,собрание избирателей по месту работы
2004,Козырев Михаил Сергеевич,собрание избирателей по месту работы
2004,Куплевич Оксана Владимировна,"Региональное отделение Политической партии ""Казачья партия Российской Федерации"" в Краснодарском крае"
2004,Левченко Анастасия Андреевна,"Краснодарское местное отделение Краснодарского регионального отделения Всероссийской политической партии ""ЕДИНАЯ РОССИЯ"""
2004,Липатова Марина Анатольевна,"Региональное отделение в Краснодарском крае Всероссийской политической партии ""ПАРТИЯ РОСТА"""
2004,Непомящая Наталья Евгеньевна,собрание избирателей по месту работы
2004,Подорожная Анна Васильевна,"Региональное отделение в Краснодарском крае Политической партии ""Гражданская платформа"""
2004,Пономаренко Лия Кирилловна,"Региональное отделение Всероссийской политической партии ""Гражданская Сила"" в Краснодарском крае"
2004,Прохорова Дарья Васильевна,"Региональное отделение в Краснодарском крае Всероссийской политической партии ""Партия пенсионеров России"""
2004,Тлепсук Тимур Муратович,Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в Краснодарском крае
2004,Уколова Дарья Максимовна,собрание избирателей по месту работы
2005,Поликарпова Светлана Анатольевна,собрание избирателей по месту работы
2005,Ухоботова Элла Алексеевна,собрание избирателей по месту работы
2005,Дыгай Юлия Юрьевна,собрание избирателей по месту работы
2005,Ветрова Инна Анатольевна,собрание избирателей по месту работы
2005,Вишневская Нина Ивановна,"Региональное отделение в Краснодарском крае Всероссийской политической партии ""Партия пенсионеров России"""
2005,Земляная Вера Николаевна,собрание избирателей по месту работы
2005,Ивлев Владислав Сергеевич,"Краснодарское местное отделение Краснодарского регионального отделения Всероссийской политической партии ""ЕДИНАЯ РОССИЯ"""
2005,Ковалева Елена Александровна,"Общероссийская общественная организация  ""Российский Союз ветеранов Афганистана"""
2005,Литвинова Валентина Николаевна,Краснодарское региональное отделение Политической партии ЛДПР - Либерально-демократической партии России
2005,Литвинова Людмила Бароновна,собрание избирателей по месту работы
2005,Медянский Евгений Борисович,"Краснодарское краевое отделение политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""
2005,Панасюченко Екатерина Сергеевна,"Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в Краснодарском крае"
2005,Ухоботова Екатерина Владимировна,"Региональное отделение в Краснодарском крае Политической партии ""Гражданская платформа"""
2005,Форостянко Ирина Николаевна,"Региональное отделение Всероссийской политической партии ""Гражданская Сила"" в Краснодарском крае"
2005,Черкасова Елена Владимировна,собрание избирателей по месту работы
2005,Шорохов Дмитрий Алексеевич,Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в Краснодарском крае
2006,Герасименко Татьяна Васильевна,собрание избирателей по месту работы
2006,Нечаева Валентина Михайловна,"Региональное отделение Политической партии ""Казачья партия Российской Федерации"" в Краснодарском крае"
2006,Терещенко Алла Ивановна,собрание избирателей по месту работы
2006,Дашевец Елена Александровна,собрание избирателей по месту работы
2006,Ерахтина Наталья Михайловна,"Региональное отделение в Краснодарском крае Всероссийской политической партии ""ПАРТИЯ РОСТА"""
2006,Караванская Галина Никитична,собрание избирателей по месту работы
2006,Катанова Татьяна Петровна,собрание избирателей по месту работы
2006,Марухно Юлия Валерьевна,собрание избирателей по месту работы
2006,Московская Ирина Владимировна,"Региональное отделение Всероссийской политической партии ""Гражданская Сила"" в Краснодарском крае"
2006,Попова Ольга Анатольевна,собрание избирателей по месту работы
2006,Рябко Елена Владиславовна,"Краснодарское краевое отделение политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""
2006,Сиваковская Кристина Игоревна,"Общероссийская общественная организация  ""Российский Союз ветеранов Афганистана"""
2006,Сивиркин Алексей Анатольевич,"Краснодарское местное отделение Краснодарского регионального отделения Всероссийской политической партии ""ЕДИНАЯ РОССИЯ"""
2006,Сухарев Владимир Владимирович,Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в Краснодарском крае
2006,Филатьева Мария Сергеевна,Краснодарское региональное отделение Политической партии ЛДПР - Либерально-демократической партии России
2006,Шишикина Наталья Ивановна,"Региональное отделение в Краснодарском крае Политической партии ""Гражданская платформа"""
2007,Савченко Елена Викторовна,собрание избирателей по месту работы
2007,Кравченко Любовь Анатольевна,собрание избирателей по месту работы
2007,Остапенко Ирина Владимировна,собрание избирателей по месту работы
2007,Дроздова Надежда Николаевна,собрание избирателей по месту работы
2007,Калинина Юлия Александровна,собрание избирателей по месту работы
2007,Кравцова Виктория Георгиевна,собрание избирателей по месту работы
2007,Лазарева Анна Владимировна,собрание избирателей по месту работы
2007,Лазарь Татьяна Александровна,собрание избирателей по месту работы
2007,Овчарова Юлия Сергеевна,собрание избирателей по месту работы
2007,Подкопаева Анна Сергеевна,собрание избирателей по месту работы
2007,Поликарпова Марина Владимировна,собрание избирателей по месту работы
2007,Порошина Ирина Владимировна,собрание избирателей по месту работы
2007,Федорова Галина Витальевна,собрание избирателей по месту работы
2007,Фесенко Евгений Владимирович,Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в Краснодарском крае
2007,Черепанова Оксана Владиславовна,собрание избирателей по месту работы
2007,Черникова Елена Анатольевна,"Краснодарское местное отделение Краснодарского регионального отделения Всероссийской политической партии ""ЕДИНАЯ РОССИЯ"""
2008,Евдошенко Оксана Александровна,собрание избирателей по месту работы
2008,Мильнер Эмма Ибрагимовна,собрание избирателей по месту работы
2008,Чураенкова Ольга Николаевна,собрание избирателей по месту работы
2008,Бочкарева Наталья Васильевна,собрание избирателей по месту работы
2008,Бурмистрова Елена Бачериевна,собрание избирателей по месту работы
2008,Дрючина Наталья Олеговна,собрание избирателей по месту работы
2008,Елецкова Ирина Ивановна,собрание избирателей по месту работы
2008,Коротунова Мария Евгеньевна,собрание избирателей по месту работы
2008,Курилех Светлана Ивановна,собрание избирателей по месту работы
2008,Литвиненко Тимофей Николаевич,Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в Краснодарском крае
2008,Лихоиваненко Татьяна Алексеевна,собрание избирателей по месту работы
2008,Мистрюкова Елена Владимировна,собрание избирателей по месту работы
2008,Попкова Ирина Вячеславовна,собрание избирателей по месту работы
2008,Софиева Татьяна Геннадьевна,"Краснодарское краевое отделение политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""
2008,Удовенко Галина Александровна,"Краснодарское местное отделение Краснодарского регионального отделения Всероссийской политической партии ""ЕДИНАЯ РОССИЯ"""
2008,Шевченко Татьяна Георгиевна,собрание избирателей по месту работы
2009,Горбунова Алла Иосифовна,собрание избирателей по месту работы
2009,Баринова Ирина Алексеевна,собрание избирателей по месту работы
2009,Полященко Ирина Вячеславовна,"Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в Краснодарском крае"
2009,Барончукова Татьяна Ивановна,собрание избирателей по месту работы
2009,Белоусова Татьяна Владимировна,собрание избирателей по месту работы
2009,Березин Денис Павлович,Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в Краснодарском крае
2009,Габлина Елена Петровна,собрание избирателей по месту работы
2009,Гучетль Роза Якубовна,"Региональное отделение в Краснодарском крае Всероссийской политической партии ""ПАРТИЯ РОСТА"""
2009,Дуварова Анна Николаевна,"Краснодарское местное отделение Краснодарского регионального отделения Всероссийской политической партии ""ЕДИНАЯ РОССИЯ"""
2009,Касторская Елена Васильевна,собрание избирателей по месту работы
2009,Посметухова Екатерина Ивановна,собрание избирателей по месту работы
2009,Родионова Наталья Сергеевна,собрание избирателей по месту работы
2009,Светлакова Ирина Николаевна,"Региональное отделение Политической партии ""Казачья партия Российской Федерации"" в Краснодарском крае"
2009,Сумеркина Наталья Викторовна,"Региональное отделение в Краснодарском крае Политической партии ""Гражданская платформа"""
2009,Ткачева Елена Петровна,Краснодарское региональное отделение Политической партии ЛДПР - Либерально-демократической партии России
2009,Цюпко Игорь Григорьевич,"Краснодарское краевое отделение политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""
2010,Фарений Марина ,собрание избирателей по месту работы
2010,Бобрусь Андрей Сергеевич,"Краснодарское местное отделение Краснодарского регионального отделения Всероссийской политической партии ""ЕДИНАЯ РОССИЯ"""
2010,Деревянко Инна Геннадьевна,"Региональное отделение в Краснодарском крае Всероссийской политической партии ""ПАРТИЯ РОСТА"""
2010,Автушко Анна Геннадьевна,собрание избирателей по месту работы
2010,Алейник Сергей Сергеевич,собрание избирателей по месту работы
2010,Горбачева Виктория Викторовна,"Краснодарское краевое отделение политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""
2010,Нейвирт Ольга Дмитриевна,собрание избирателей по месту работы
2010,Округина Ирина Викторовна,собрание избирателей по месту работы
2010,Пензева Людмила Николаевна,собрание избирателей по месту работы
2010,Степанченко Олег Александрович,"Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в Краснодарском крае"
2010,Утробин Алексей Александрович,Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в Краснодарском крае
2010,Чугуй Евгения Олеговна,собрание избирателей по месту работы
2011,Рыбалкина Антонина Михайловна,собрание избирателей по месту работы
2011,Корякова Юлия Хазретовна,собрание избирателей по месту работы
2011,Перекотий Галина Александровна,собрание избирателей по месту работы
2011,Белоусова Алена Викторовна,собрание избирателей по месту работы
2011,Васильев Максим Андреевич,Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в Краснодарском крае
2011,Давыденко Виктория Викторовна,собрание избирателей по месту работы
2011,Демченко Елена Сергеевна,"Общероссийская общественная организация  ""Российский Союз ветеранов Афганистана"""
2011,Лысенко Алина Алексеевна,"Региональное отделение в Краснодарском крае Политической партии ""Гражданская платформа"""
2011,Новикова Наталья Васильевна,собрание избирателей по месту работы
2011,Очнева Екатерина Владимировна,"Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в Краснодарском крае"
2011,Савченко Николай Степанович,"Краснодарское краевое отделение политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""
2011,Семёнова Оксана Алексеевна,"Краснодарское местное отделение Краснодарского регионального отделения Всероссийской политической партии ""ЕДИНАЯ РОССИЯ"""
2011,Струцинская Лина Петровна,"Региональное отделение Всероссийской политической партии ""Гражданская Сила"" в Краснодарском крае"
2011,Терпицкая Екатерина Владимировна,собрание избирателей по месту работы
2011,Шумейко Александр Владимирович,Краснодарское региональное отделение Политической партии ЛДПР - Либерально-демократической партии России
2011,Яковлева Оксана ,собрание избирателей по месту работы
2012,Семак Надежда Владимировна,Краснодарское региональное отделение Политической партии ЛДПР - Либерально-демократической партии России
2012,Василенко Виктория Юрьевна,"Региональное отделение в Краснодарском крае Всероссийской политической партии ""ПАРТИЯ РОСТА"""
2012,Шевченко Ольга Александровна,"Общероссийская общественная организация  ""Российский Союз ветеранов Афганистана"""
2012,Балашов Иван Николаевич,"Краснодарское краевое отделение политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""
2012,Бондаренко Дмитрий Владимирович,"Краснодарское местное отделение Краснодарского регионального отделения Всероссийской политической партии ""ЕДИНАЯ РОССИЯ"""
2012,Бурова Татьяна Дмитриевна,"Региональное отделение Всероссийской политической партии ""Гражданская Сила"" в Краснодарском крае"
2012,Клименко Елена Викторовна,собрание избирателей по месту работы
2012,Макаренко Людмила Анатольевна,"Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в Краснодарском крае"
2012,Николаенко Валентина Федоровна,собрание избирателей по месту работы
2012,Полоус Ольга Николаевна,"Региональное отделение Политической партии ""Казачья партия Российской Федерации"" в Краснодарском крае"
2012,Ревика Александр Алексеевич,Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в Краснодарском крае
2012,Сальникова Виктория Владимировна,собрание избирателей по месту работы
2012,Саркисян Диана Аршаковна,собрание избирателей по месту работы
2012,Трегулова Наталья Анатольевна,собрание избирателей по месту работы
2012,Хандамова Елена Романовна,собрание избирателей по месту работы
2012,Честнейшина Наталья ,собрание избирателей по месту работы
2013,Умикашвили Жанна Валерьевна,собрание избирателей по месту работы
2013,Руфьева Екатерина Ивановна,собрание избирателей по месту работы
2013,Хабарова Светлана Борисовна,собрание избирателей по месту работы
2013,Бондаренко Софья Зафаровна,собрание избирателей по месту работы
2013,Василенко Александр Сергеевич,собрание избирателей по месту работы
2013,Войтенко Ольга Геннадьевна,"Общероссийская общественная организация  ""Российский Союз ветеранов Афганистана"""
2013,Гусев Владимир Николаевич,собрание избирателей по месту работы
2013,Евланов Владислав Витальевич,Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в Краснодарском крае
2013,Зайцев Виктор Николаевич,"Региональное отделение Политической партии ""Казачья партия Российской Федерации"" в Краснодарском крае"
2013,Камышная Елена Ивановна,собрание избирателей по месту работы
2013,Лышенко Людмила Николаевна,"Региональное отделение в Краснодарском крае Политической партии ""Гражданская платформа"""
2013,Нигметзянова Елена Александровна,собрание избирателей по месту работы
2013,Семушина Галина Александровна,"Краснодарское краевое отделение политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""
2013,Стародубцева Елена Андреевна,собрание избирателей по месту работы
2013,Федякина Вера Николаевна,"Краснодарское местное отделение Краснодарского регионального отделения Всероссийской политической партии ""ЕДИНАЯ РОССИЯ"""
2013,Щур Юлия Петровна,собрание избирателей по месту работы
2014,Мирошниченко Елена Александровна,собрание избирателей по месту работы
2014,Беленко Анна Витальевна,собрание избирателей по месту работы
2014,Чурикова Наталья Стефановна,"Региональное отделение в Краснодарском крае Политической партии ""Гражданская платформа"""
2014,Вьюкова Марина Михайловна,"Региональное отделение Всероссийской политической партии ""Гражданская Сила"" в Краснодарском крае"
2014,Есаян Амаяк Араратович,Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в Краснодарском крае
2014,Каплий Наталья Сергеевна,"Краснодарское местное отделение Краснодарского регионального отделения Всероссийской политической партии ""ЕДИНАЯ РОССИЯ"""
2014,Куликова Екатерина Евгеньевна,"Краснодарское краевое отделение политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""
2014,Лободырева Наталья Федоровна,"Региональное отделение в Краснодарском крае Всероссийской политической партии ""Партия пенсионеров России"""
2014,Лукавская Валентина Максимовна,собрание избирателей по месту работы
2014,Шевченко Наталья Борисовна,Краснодарское региональное отделение Политической партии ЛДПР - Либерально-демократической партии России
2014,Шишкоедова Наталья Алексеевна,собрание избирателей по месту работы
2014,Шульченко Ирина Николаевна,"Общероссийская общественная организация  ""Российский Союз ветеранов Афганистана"""
2015,Кастовский Александр Евгеньевич,собрание избирателей по месту работы
2015,Крылов Станислав Васильевич,собрание избирателей по месту работы
2015,Ашинова Рузана Нальбиевна,"Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в Краснодарском крае"
2015,Бабенко Александр Александрович,собрание избирателей по месту работы
2015,Бердыш Екатерина Юрьевна,собрание избирателей по месту работы
2015,Глазунов Аркадий Валерьевич,"Краснодарское местное отделение Краснодарского регионального отделения Всероссийской политической партии ""ЕДИНАЯ РОССИЯ"""
2015,Занина Мария Валерьевна,собрание избирателей по месту работы
2015,Истомин Александр Владимирович,собрание избирателей по месту работы
2015,Кавун Александр Васильевич,собрание избирателей по месту работы
2015,Кононов Алексей Анатольевич,собрание избирателей по месту работы
2015,Кузенкова Ирина Михайловна,собрание избирателей по месту работы
2015,Марукян Самвел Саркисович,"Региональное отделение в Краснодарском крае Всероссийской политической партии ""Партия пенсионеров России"""
2015,Мишин Анатолий Ильич,собрание избирателей по месту работы
2015,Некрасов Олег Владимирович,"Краснодарское краевое отделение политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""
2015,Степкина Ольга Викторовна,собрание избирателей по месту работы
2015,Федулова Ирина Сергеевна,собрание избирателей по месту работы
2016,Бабиньян Елена Анатольевна,собрание избирателей по месту работы
2016,Жукова Анна Анатольевна,"Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в Краснодарском крае"
2016,Григорян Ирина Сергеевна,собрание избирателей по месту работы
2016,Ананченко Татьяна Викторовна,"Региональное отделение Всероссийской политической партии ""Гражданская Сила"" в Краснодарском крае"
2016,Балакина Алла Николаевна,собрание избирателей по месту работы
2016,Гейвандов Роберт Владимирович,"Краснодарское краевое отделение политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""
2016,Голованева Наталья Николаевна,собрание избирателей по месту работы
2016,Коноплева Юлия Владимировна,собрание избирателей по месту работы
2016,Коровянская Анастасия Васильевна,собрание избирателей по месту работы
2016,Костина Ирина Николаевна,"Общероссийская общественная организация  ""Российский Союз ветеранов Афганистана"""
2016,Ляхнович Марина Владимировна,собрание избирателей по месту работы
2016,Макеева Елена Леонидовна,Краснодарское региональное отделение Политической партии ЛДПР - Либерально-демократической партии России
2016,Мироненко Диана Васильевна,"Краснодарское местное отделение Краснодарского регионального отделения Всероссийской политической партии ""ЕДИНАЯ РОССИЯ"""
2016,Папикян Сусанна Валерьевна,"Региональное отделение в Краснодарском крае Политической партии ""Гражданская платформа"""
2016,Романенко Виталина Викторовна,собрание избирателей по месту работы
2016,Стребкова Татьяна Александровна,собрание избирателей по месту работы
2017,Хасанова Наталья Юрьевна,собрание избирателей по месту работы
2017,Кобылянко Николай Николаевич,"Общероссийская общественная организация  ""Российский Союз ветеранов Афганистана"""
2017,Ткаченко Елена Анатольевна,собрание избирателей по месту работы
2017,Адвахова Елена Алексеевна,"Краснодарское местное отделение Краснодарского регионального отделения Всероссийской политической партии ""ЕДИНАЯ РОССИЯ"""
